"Código";"Artículo";"Descripción";"Descripción"
"7793617230764";"21-11855";"SURTIDO";"S"
"7793617230771";"21-11855";"SURTIDO";"M"
"7793617230788";"21-11855";"SURTIDO";"L"
"7793617230795";"21-11855";"SURTIDO";"XL"
"7793617230801";"21-11855";"SURTIDO";"XXL"
"7793617231730";"40-5535";"NEGRO";"2"
"7793617232133";"40-3288";"SURTIDO";"UNICO"
"7793617232652";"40-424";"NEGRO";"5"
"7793617233499";"40-12124";"SURTIDO";"1"
"7793617233529";"40-12124";"SURTIDO";"4"
"7793617233536";"40-12137";"SURTIDO";"1/2"
"7793617233802";"40-12500";"SURTIDO";"2"
"7793617234120";"40-12531";"SURTIDO";"2"
"7793617234137";"40-12531";"SURTIDO";"3"
"7793617235110";"40-12603";"SURTIDO";"1"
"7793617235127";"40-12603";"SURTIDO";"2"
"7793617235622";"40-12652";"SURTIDO";"1"
"7793617236612";"40-12500";"SURTIDO";"5"
"7793617237008";"40-12692";"SURTIDO";"3"
"7793617237619";"40-12697";"SURTIDO";"2"
"7793617237633";"40-12697";"SURTIDO";"4"
"7793617237725";"40-12697";"SURTIDO";"1"
"7793617237831";"40-12698";"SURTIDO";"4"
"7793617237879";"40-12698";"SURTIDO";"4"
"7793617242927";"40-12652";"SURTIDO";"4"
"7793617245409";"21-2331";"SURTIDO";"UNICO"
"7793617245607";"40-3124.3";"SURTIDO";"UNICO"
"7793617246130";"21-11843";"SURTIDO";"S"
"7793617246147";"21-11843";"SURTIDO";"M"
"7793617246154";"21-11843";"SURTIDO";"L"
"7793617246161";"21-11843";"SURTIDO";"XL"
"7793617246178";"21-11843";"SURTIDO";"XXL"
"7793617246956";"40-20300";"ROSA";"4"
"7793617247007";"40-20301";"ROSA";"6"
"7793617247021";"40-20301";"ROSA";"10"
"7793617247069";"40-20302";"ROSA";"10"
"7793617247076";"40-20303";"ROSA";"4"
"7793617247151";"40-20700";"SURTIDO";"4"
"7793617247168";"40-20700";"SURTIDO";"6"
"7793617247175";"40-20700";"SURTIDO";"8"
"7793617247182";"40-20700";"SURTIDO";"10"
"7793617247199";"40-20701";"SURTIDO";"4"
"7793617247205";"40-20701";"SURTIDO";"6"
"7793617247212";"40-20701";"SURTIDO";"8"
"7793617247229";"40-20701";"SURTIDO";"10"
"7793617247236";"40-20500";"NEGRO";"4"
"7793617247267";"40-20500";"NEGRO";"10"
"7793617247311";"40-20900";"SURTIDO";"4"
"7793617247328";"40-20900";"SURTIDO";"6"
"7793617247335";"40-20900";"SURTIDO";"8"
"7793617247342";"40-20901";"SURTIDO";"4"
"7793617247359";"40-20901";"SURTIDO";"6"
"7793617247366";"40-20901";"SURTIDO";"8"
"7793617247373";"40-20902";"SURTIDO";"6"
"7793617247380";"40-20902";"SURTIDO";"8"
"7793617247434";"40-20904";"SURTIDO";"4"
"7793617247441";"40-20904";"SURTIDO";"6"
"7793617247465";"40-20905";"SURTIDO";"4"
"7793617247489";"40-20905";"SURTIDO";"8"
"7793617247809";"40-20902";"SURTIDO";"4"
"7793617247816";"40-20906";"SURTIDO";"6"
"7793617247823";"40-20906";"SURTIDO";"8"
"7793617248448";"40-20800";"SURTIDO";"4"
"7793617248455";"40-20800";"SURTIDO";"6"
"7793617248462";"40-20800";"SURTIDO";"8"
"7793617249841";"40-5233";"NEGRO";"1"
"7793617249858";"40-5233";"NEGRO";"2"
"7793617249872";"40-5233";"NEGRO";"4"
"7793617249896";"40-5587";"BLANCO";"90"
"7793617249902";"40-5587";"BLANCO";"95"
"7793617250243";"40-5590";"BLANCO";"100"
"7793617250250";"40-5590";"BLANCO";"105"
"7793617250267";"40-5590";"BLANCO";"110"
"7793617250281";"40-5590";"NEGRO";"105"
"7793617252148";"40-6007";"BLANCO";"85"
"7793617252186";"40-6007";"NEGRO";"85"
"7793617253077";"21-11838";"SURTIDO";"S"
"7793617253084";"21-11838";"SURTIDO";"M"
"7793617253091";"21-11838";"SURTIDO";"L"
"7793617253114";"21-11838";"SURTIDO";"XXL"
"7793617253138";"21-11839";"SURTIDO";"M"
"7793617253145";"21-11839";"SURTIDO";"L"
"7793617253152";"21-11839";"SURTIDO";"XL"
"7793617253268";"21-11842";"SURTIDO";"S"
"7793617253299";"21-11842";"SURTIDO";"XL"
"7793617253305";"21-11842";"SURTIDO";"XXL"
"7793617253329";"40-20104";"BLANCO";"M"
"7793617253336";"40-20104";"BLANCO";"L"
"7793617253350";"40-20105";"ROJO";"S"
"7793617253367";"40-20105";"ROJO";"M"
"7793617253374";"40-20105";"ROJO";"L"
"7793617253381";"40-20105";"ROJO";"XL"
"7793617253404";"40-20106";"NEGRO";"M"
"7793617253411";"40-20106";"NEGRO";"L"
"7793617253473";"40-20305";"CELESTE";"4"
"7793617253480";"40-20305";"CELESTE";"6"
"7793617253497";"40-20305";"CELESTE";"8"
"7793617253503";"40-20305";"CELESTE";"10"
"7793617253510";"40-20306";"BLANCO";"4"
"7793617253527";"40-20306";"BLANCO";"6"
"7793617253534";"40-20306";"BLANCO";"8"
"7793617253541";"40-20306";"BLANCO";"10"
"7793617253633";"40-20309";"BLANCO";"4"
"7793617253640";"40-20309";"BLANCO";"6"
"7793617253657";"40-20309";"BLANCO";"8"
"7793617253664";"40-20309";"BLANCO";"10"
"7793617253671";"40-20501";"VERDE";"4"
"7793617253688";"40-20501";"VERDE";"6"
"7793617253695";"40-20501";"VERDE";"8"
"7793617253701";"40-20501";"VERDE";"10"
"7793617253718";"40-20503";"NEGRO";"4"
"7793617253725";"40-20503";"NEGRO";"6"
"7793617253732";"40-20503";"NEGRO";"8"
"7793617253749";"40-20503";"NEGRO";"10"
"7793617253756";"40-21000";"MELANGE";"4"
"7793617253763";"40-21000";"MELANGE";"6"
"7793617253770";"40-21000";"MELANGE";"8"
"7793617253787";"40-21000";"MELANGE";"10"
"7793617253831";"40-21001";"ROSA";"4"
"7793617253848";"40-21001";"ROSA";"6"
"7793617253855";"40-21001";"ROSA";"8"
"7793617253862";"40-21001";"ROSA";"10"
"7793617253916";"40-20702";"SURTIDO";"4"
"7793617253923";"40-20702";"SURTIDO";"6"
"7793617253930";"40-20702";"SURTIDO";"8"
"7793617253947";"40-20702";"SURTIDO";"10"
"7793617253985";"40-20803";"SURTIDO";"4"
"7793617253992";"40-20803";"SURTIDO";"6"
"7793617254005";"40-20803";"SURTIDO";"8"
"7793617254210";"40-5716";"NEGRO";"100"
"7793617254227";"40-5716";"BLANCO";"100"
"7793617254234";"40-5716";"AVELLANA";"100"
"7793617254241";"40-20802";"SURTIDO";"2"
"7793617254258";"40-20803";"SURTIDO";"2"
"7793617254265";"40-20702";"SURTIDO";"2"
"7793617254579";"40-21001";"CELESTE";"4"
"7793617254586";"40-21001";"CELESTE";"6"
"7793617254593";"40-21001";"CELESTE";"8"
"7793617254609";"40-21001";"CELESTE";"10"
"7793617255705";"40-21000";"LILA";"4"
"7793617255712";"40-21000";"LILA";"6"
"7793617255729";"40-21000";"LILA";"8"
"7793617255736";"40-21000";"LILA";"10"
"7793617256061";"40-12501";"SURTIDO";"4"
"7793617256283";"40-12530";"SURTIDO";"2"
"7793617256849";"40-12595";"SURTIDO";"1"
"7793617256856";"40-12595";"SURTIDO";"2"
"7793617256863";"40-12595";"SURTIDO";"3"
"7793617256887";"40-12595";"SURTIDO";"1"
"7793617257815";"40-12643";"SURTIDO";"1"
"7793617258133";"40-12661";"SURTIDO";"1"
"7793617259178";"40-12709";"SURTIDO";"1"
"7793617259185";"40-12709";"SURTIDO";"2"
"7793617259192";"40-12709";"SURTIDO";"3"
"7793617259208";"40-12709";"SURTIDO";"4"
"7793617262963";"40-20908";"SURTIDO";"8"
"7793617263069";"40-20911";"SURTIDO";"4"
"7793617263076";"40-20911";"SURTIDO";"6"
"7793617263120";"40-20913";"SURTIDO";"4"
"7793617263137";"40-20913";"SURTIDO";"6"
"7793617263144";"40-20913";"SURTIDO";"8"
"7793617263168";"40-20918";"SURTIDO";"4"
"7793617263205";"40-20914";"SURTIDO";"M"
"7793617263212";"40-20914";"SURTIDO";"L"
"7793617263229";"40-20914";"SURTIDO";"XL"
"7793617263243";"40-20915";"SURTIDO";"M"
"7793617263250";"40-20915";"SURTIDO";"L"
"7793617263267";"40-20915";"SURTIDO";"XL"
"7793617263274";"40-20916";"SURTIDO";"1"
"7793617263281";"40-20916";"SURTIDO";"2"
"7793617263298";"40-20916";"SURTIDO";"3"
"7793617263304";"40-20916";"SURTIDO";"4"
"7793617264110";"40-20506";"MELANGE";"4"
"7793617264127";"40-20506";"MELANGE";"6"
"7793617264141";"40-20506";"MELANGE";"10"
"7793617266879";"40-20108";"NEGRO";"L"
"7793617266909";"40-20109";"MELANGE";"M"
"7793617266916";"40-20109";"MELANGE";"L"
"7793617266978";"40-20111";"GRIS";"S"
"7793617266985";"40-20111";"GRIS";"M"
"7793617267050";"40-20310";"ROSA";"4"
"7793617267081";"40-20310";"ROSA";"10"
"7793617267098";"40-20311";"ROSA";"4"
"7793617267128";"40-20311";"ROSA";"10"
"7793617267142";"40-20312";"CELESTE";"6"
"7793617267159";"40-20312";"CELESTE";"8"
"7793617267197";"40-20313";"ROSA";"8"
"7793617267210";"40-20314";"ROSA";"4"
"7793617267227";"40-20314";"ROSA";"6"
"7793617267234";"40-20314";"ROSA";"8"
"7793617267241";"40-20314";"ROSA";"10"
"7793617267258";"40-20315";"CELESTE";"4"
"7793617267395";"40-20806";"SURTIDO";"6"
"7793617269016";"40-6044";"BLANCO";"85"
"7793617269023";"40-6044";"BLANCO";"90"
"7793617269030";"40-6044";"BLANCO";"95"
"7793617269047";"40-6044";"BLANCO";"100"
"7793617269054";"40-6044";"NEGRO";"85"
"7793617269061";"40-6044";"NEGRO";"90"
"7793617269085";"40-6044";"NEGRO";"100"
"7793617269092";"40-6044";"AVELLANA";"85"
"7793617269122";"40-6044";"AVELLANA";"100"
"7793617269214";"40-6047";"BLANCO";"85"
"7793617269221";"40-6047";"BLANCO";"90"
"7793617269245";"40-6047";"NEGRO";"85"
"7793617269252";"40-6047";"NEGRO";"90"
"7793617269276";"40-6047";"AVELLANA";"85"
"7793617269306";"40-6047";"ROJO";"85"
"7793617269313";"40-6047";"ROJO";"90"
"7793617269320";"40-6047";"ROJO";"95"
"7793617269474";"40-6048";"BLANCO";"85"
"7793617269498";"40-6048";"BLANCO";"95"
"7793617269573";"40-6048";"MELANGE";"95"
"7793617269627";"40-20750";"SURTIDO";"38"
"7793617269641";"40-20750";"SURTIDO";"L"
"7793617269658";"40-20750";"SURTIDO";"XL"
"7793617269696";"40-20504";"AZUL";"8"
"7793617269702";"40-20504";"AZUL";"10"
"7793617269726";"40-20505";"NEGRO";"6"
"7793617269733";"40-20505";"NEGRO";"8"
"7793617270111";"40-20702.2";"SURTIDO";"10"
"7793617270616";"21-11831";"SURTIDO";"S"
"7793617270623";"21-11831";"SURTIDO";"M"
"7793617270647";"21-11831";"SURTIDO";"XL"
"7793617270654";"21-11831";"SURTIDO";"XXL"
"7793617271552";"21-11812";"SURTIDO";"M"
"7793617271569";"21-11812";"SURTIDO";"L"
"7793617271576";"21-11812";"SURTIDO";"XL"
"7793617271583";"21-11812";"SURTIDO";"XXL"
"7793617272146";"40-6052";"ROJO";"90"
"7793617273952";"40-20115";"NEGRO";"S"
"7793617273983";"40-20115";"NEGRO";"XL"
"7793617274157";"40-20319";"LILA";"2"
"7793617274614";"21-11830";"SURTIDO";"XXL"
"7793617274782";"40-20509";"FRANCIA";"2"
"7793617274799";"40-20509";"FRANCIA";"4"
"7793617274805";"40-20509";"FRANCIA";"6"
"7793617274836";"40-3315";"SURTIDO";"UNICO"
"7793617274942";"40-21404";"SURTIDO";"UNICO"
"7793617274966";"40-21406";"SURTIDO";"UNICO"
"7793617274973";"40-21407";"SURTIDO";"UNICO"
"7793617274980";"40-21408";"SURTIDO";"UNICO"
"7793617275000";"40-21500";"SURTIDO";"2"
"7793617275017";"40-21500";"SURTIDO";"3"
"7793617275024";"40-21500";"SURTIDO";"4"
"7793617275031";"40-21501";"SURTIDO";"2"
"7793617275048";"40-21501";"SURTIDO";"3"
"7793617275055";"40-21501";"SURTIDO";"4"
"7793617275062";"40-21502";"SURTIDO";"2"
"7793617275079";"40-21502";"SURTIDO";"3"
"7793617275086";"40-21502";"SURTIDO";"4"
"7793617275093";"40-21503";"SURTIDO";"2"
"7793617275109";"40-21503";"SURTIDO";"3"
"7793617275116";"40-21503";"SURTIDO";"4"
"7793617275123";"40-21504";"SURTIDO";"2"
"7793617275130";"40-21504";"SURTIDO";"3"
"7793617275147";"40-21504";"SURTIDO";"4"
"7793617275154";"40-21505";"SURTIDO";"2"
"7793617275161";"40-21505";"SURTIDO";"3"
"7793617275178";"40-21505";"SURTIDO";"4"
"7793617275185";"40-21506";"SURTIDO";"2"
"7793617275192";"40-21506";"SURTIDO";"3"
"7793617275208";"40-21506";"SURTIDO";"4"
"7793617275222";"21-2597";"SURTIDO";"UNICO"
"7793617275314";"40-21200";"SURTIDO";"2"
"7793617275321";"40-21200";"SURTIDO";"3"
"7793617275338";"40-21200";"SURTIDO";"4"
"7793617275369";"40-21201";"SURTIDO";"3"
"7793617275376";"40-21201";"SURTIDO";"4"
"7793617275383";"40-21202";"SURTIDO";"1"
"7793617275390";"40-21202";"SURTIDO";"2"
"7793617275406";"40-21202";"SURTIDO";"3"
"7793617275413";"40-21202";"SURTIDO";"4"
"7793617275444";"40-21203";"SURTIDO";"3"
"7793617275468";"40-21300";"SURTIDO";"2"
"7793617275475";"40-21300";"SURTIDO";"3"
"7793617275482";"40-21300";"SURTIDO";"4"
"7793617275499";"40-21301";"SURTIDO";"1"
"7793617275505";"40-21301";"SURTIDO";"2"
"7793617275512";"40-21301";"SURTIDO";"3"
"7793617275529";"40-21301";"SURTIDO";"4"
"7793617275536";"40-21302";"SURTIDO";"1"
"7793617275543";"40-21302";"SURTIDO";"2"
"7793617275550";"40-21302";"SURTIDO";"3"
"7793617275567";"40-21302";"SURTIDO";"4"
"7793617275574";"40-21101";"SURTIDO";"UNICO"
"7793617275581";"40-21102";"SURTIDO";"UNICO"
"7793617275598";"40-21103";"SURTIDO";"UNICO"
"7793617275604";"40-21104";"SURTIDO";"UNICO"
"7793617275628";"40-21350";"SURTIDO";"UNICO"
"7793617275635";"40-21351";"SURTIDO";"UNICO"
"7793617275642";"40-21352";"SURTIDO";"UNICO"
"7793617275703";"40-21051";"NEGRO";"M"
"7793617275826";"40-21054";"BLANCO";"M"
"7793617275833";"40-21054";"BLANCO";"L"
"7793617275864";"40-21055";"MELANGE";"M"
"7793617275871";"40-21055";"MELANGE";"L"
"7793617275918";"40-21056";"BLANCO";"L"
"7793617275970";"40-21058";"NEGRO";"S"
"7793617275987";"40-21058";"NEGRO";"M"
"7793617275994";"40-21058";"NEGRO";"L"
"7793617276007";"40-21058";"NEGRO";"XL"
"7793617276106";"40-21060";"NEGRO";"M"
"7793617276113";"40-21060";"NEGRO";"L"
"7793617276212";"40-21200";"SURTIDO";"1"
"7793617276229";"40-21300";"SURTIDO";"1"
"7793617278339";"40-12603";"SURTIDO";"4"
"7793617278735";"40-12636";"SURTIDO";"1"
"7793617279053";"40-12652";"SURTIDO";"1"
"7793617279107";"40-12661";"SURTIDO";"1/2"
"7793617279404";"40-12682";"SURTIDO";"3"
"7793617281681";"40-12757";"SURTIDO";"3"
"7793617281742";"40-12757";"SURTIDO";"1"
"7793617281827";"40-12758";"SURTIDO";"2"
"7793617281834";"40-12758";"SURTIDO";"3"
"7793617281858";"40-12758";"SURTIDO";"5"
"7793617282381";"40-12761";"SURTIDO";"1"
"7793617283395";"40-12771";"SURTIDO";"2"
"7793617284460";"40-12778";"SURTIDO";"5"
"7793617285092";"40-20920";"SURTIDO";"6"
"7793617285108";"40-20920";"SURTIDO";"8"
"7793617285115";"40-20921";"SURTIDO";"4"
"7793617285122";"40-20920";"SURTIDO";"4"
"7793617285160";"40-20922";"SURTIDO";"6"
"7793617285184";"40-20923";"SURTIDO";"2"
"7793617285191";"40-20923";"SURTIDO";"4"
"7793617285214";"40-20923";"SURTIDO";"8"
"7793617285221";"40-20917";"SURTIDO";"2"
"7793617285269";"40-20919";"SURTIDO";"2"
"7793617285276";"40-20919";"SURTIDO";"4"
"7793617285283";"40-20919";"SURTIDO";"6"
"7793617285566";"40-20924";"SURTIDO";"3"
"7793617285573";"40-20924";"SURTIDO";"4"
"7793617286044";"40-20119";"ROSA";"M"
"7793617286082";"40-20120";"ROSA";"M"
"7793617286174";"40-20122";"BLANCO";"L"
"7793617286310";"40-20324";"BLANCO";"8"
"7793617288260";"40-5281";"NEGRO";"XL"
"7793617289564";"40-3319";"SURTIDO";"UNICO"
"7793617289571";"40-3320";"SURTIDO";"UNICO"
"7793617289601";"40-3318";"SURTIDO";"UNICO"
"7793617289618";"40-21105";"SURTIDO";"UNICO"
"7793617289632";"21-2599";"SURTIDO";"UNICO"
"7793617290737";"40-6101";"MELANGE";"85"
"7793617290805";"40-6103";"NEGRO";"100"
"7793617290812";"40-6103";"MELANGE";"85"
"7793617291680";"21-11794";"SURTIDO";"S"
"7793617291697";"21-11794";"SURTIDO";"M"
"7793617291703";"21-11794";"SURTIDO";"L"
"7793617291710";"21-11794";"SURTIDO";"XL"
"7793617291727";"21-11794";"SURTIDO";"XXL"
"7793617291789";"40-20513";"MELANGE";"2"
"7793617291796";"40-20513";"MELANGE";"4"
"7793617291802";"40-20513";"MELANGE";"6"
"7793617291840";"40-20514";"NEGRO";"6"
"7793617291956";"21-11789";"SURTIDO";"M"
"7793617291963";"21-11789";"SURTIDO";"L"
"7793617291970";"21-11789";"SURTIDO";"XL"
"7793617291987";"21-11789";"SURTIDO";"XXL"
"7793617292007";"21-11788";"SURTIDO";"M"
"7793617292014";"21-11788";"SURTIDO";"L"
"7793617292021";"21-11788";"SURTIDO";"XL"
"7793617292038";"21-11788";"SURTIDO";"XXL"
"7793617292298";"40-20125";"ROSA";"S"
"7793617292304";"40-20125";"ROSA";"M"
"7793617292311";"40-20125";"ROSA";"L"
"7793617292328";"40-20125";"ROSA";"XL"
"7793617292342";"40-20126";"NEGRO";"M"
"7793617292359";"40-20126";"NEGRO";"L"
"7793617292366";"40-20126";"NEGRO";"XL"
"7793617292427";"40-20325";"ROSA";"4"
"7793617292441";"40-20325";"ROSA";"8"
"7793617292458";"40-20326";"MELANGE";"2"
"7793617292465";"40-20326";"MELANGE";"4"
"7793617292472";"40-20326";"MELANGE";"6"
"7793617292489";"40-20326";"MELANGE";"8"
"7793617292496";"40-20327";"MELANGE";"2"
"7793617292502";"40-20327";"MELANGE";"4"
"7793617292519";"40-20327";"MELANGE";"6"
"7793617292526";"40-20327";"MELANGE";"8"
"7793617292533";"40-20328";"ROSA";"2"
"7793617292540";"40-20328";"ROSA";"4"
"7793617292557";"40-20328";"ROSA";"6"
"7793617292564";"40-20328";"ROSA";"8"
"7793617292618";"40-21602";"BLANCO";"2/4"
"7793617292625";"40-21602";"BLANCO";"6/8"
"7793617293370";"40-21063";"MELANGE";"S"
"7793617293387";"40-21063";"MELANGE";"M"
"7793617293394";"40-21063";"MELANGE";"L"
"7793617293400";"40-21063";"MELANGE";"XL"
"7793617293417";"40-21064";"MELANGE";"S"
"7793617293424";"40-21064";"MELANGE";"M"
"7793617293431";"40-21064";"MELANGE";"L"
"7793617293448";"40-21064";"MELANGE";"XL"
"7793617293455";"40-21065";"BLANCO";"S"
"7793617293462";"40-21065";"BLANCO";"M"
"7793617293479";"40-21065";"BLANCO";"L"
"7793617293585";"40-21068";"NEGRO";"M"
"7793617293592";"40-21068";"NEGRO";"L"
"7793617294261";"40-3323";"SURTIDO";"UNICO"
"7793617294278";"40-3324";"SURTIDO";"UNICO"
"7793617294414";"40-21204";"SURTIDO";"1"
"7793617294421";"40-21204";"SURTIDO";"2"
"7793617294438";"40-21204";"SURTIDO";"3"
"7793617294445";"40-21204";"SURTIDO";"4"
"7793617294452";"40-21205";"SURTIDO";"1"
"7793617294462";"40-21205";"SURTIDO";"1"
"7793617294469";"40-21205";"SURTIDO";"2"
"7793617294476";"40-21205";"SURTIDO";"3"
"7793617296005";"21-11977.6";"SURTIDO";"4"
"7793617296050";"40-5392";"SURTIDO";"2"
"7793617296067";"40-5392";"SURTIDO";"4"
"7793617296074";"40-5392";"SURTIDO";"6"
"7793617298405";"40-12661";"SURTIDO";"1/2"
"7793617298801";"40-12500";"SURTIDO";"3"
"7793617298818";"40-12500";"SURTIDO";"4"
"7793617299853";"40-12603";"SURTIDO";"1"
"7793617299860";"40-12603";"SURTIDO";"2"
"7793617299938";"40-12603";"SURTIDO";"1"
"7793617299952";"40-12603";"SURTIDO";"3"
"7793617300160";"40-12636";"SURTIDO";"4"
"7793617300269";"40-12636";"SURTIDO";"2"
"7793617300320";"40-12636";"SURTIDO";"4"
"7793617300436";"40-12652";"SURTIDO";"3"
"7793617301266";"40-12709";"SURTIDO";"2"
"7793617301556";"40-12710";"SURTIDO";"3"
"7793617301884";"40-12711";"SURTIDO";"4"
"7793617302829";"40-12770";"SURTIDO";"1/2"
"7793617306766";"40-20925";"SURTIDO";"2"
"7793617306773";"40-20925";"SURTIDO";"4"
"7793617306780";"40-20925";"SURTIDO";"6"
"7793617306827";"40-20927";"SURTIDO";"4"
"7793617306834";"40-20927";"SURTIDO";"6"
"7793617306841";"40-20927";"SURTIDO";"8"
"7793617306858";"40-20928";"SURTIDO";"4"
"7793617306865";"40-20928";"SURTIDO";"6"
"7793617306872";"40-20928";"SURTIDO";"8"
"7793617306889";"40-20923";"SURTIDO";"6"
"7793617306896";"40-20929";"SURTIDO";"4"
"7793617306902";"40-20929";"SURTIDO";"6"
"7793617306919";"40-20929";"SURTIDO";"8"
"7793617306926";"40-20930";"SURTIDO";"2"
"7793617306933";"40-20930";"SURTIDO";"4"
"7793617306940";"40-20930";"SURTIDO";"6"
"7793617306957";"40-20930";"SURTIDO";"8"
"7793617307244";"40-20128";"BLANCO";"S"
"7793617307251";"40-20128";"BLANCO";"M"
"7793617307268";"40-20128";"BLANCO";"L"
"7793617307275";"40-20128";"BLANCO";"XL"
"7793617307282";"40-20129";"AZUL";"S"
"7793617307299";"40-20129";"AZUL";"M"
"7793617307305";"40-20129";"AZUL";"L"
"7793617307336";"40-20130";"MELANGE";"M"
"7793617307343";"40-20130";"MELANGE";"L"
"7793617307381";"40-20131";"BLANCO";"L"
"7793617307411";"40-20132";"ANIMAL PRINT MARRON";"M"
"7793617307428";"40-20132";"ANIMAL PRINT MARRON";"L"
"7793617307459";"40-20133";"ROSA";"M"
"7793617307466";"40-20133";"ROSA";"L"
"7793617307480";"40-20134";"MELANGE";"S"
"7793617307497";"40-20134";"MELANGE";"M"
"7793617307503";"40-20134";"MELANGE";"L"
"7793617307510";"40-20134";"MELANGE";"XL"
"7793617307527";"40-20329";"AZUL";"4"
"7793617307534";"40-20329";"AZUL";"6"
"7793617307541";"40-20329";"AZUL";"8"
"7793617307558";"40-20330";"ANIMAL PRINT MARRON";"4"
"7793617307565";"40-20330";"ANIMAL PRINT MARRON";"6"
"7793617307572";"40-20330";"ANIMAL PRINT MARRON";"8"
"7793617307589";"40-20331";"BLANCO";"2"
"7793617307596";"40-20331";"BLANCO";"4"
"7793617307602";"40-20331";"BLANCO";"6"
"7793617307619";"40-20331";"BLANCO";"8"
"7793617307626";"40-20332";"MELANGE";"2"
"7793617307633";"40-20332";"MELANGE";"4"
"7793617307640";"40-20332";"MELANGE";"6"
"7793617307657";"40-20332";"MELANGE";"8"
"7793617309125";"40-5281";"BLANCO";"S"
"7793617309132";"40-5281";"BLANCO";"M"
"7793617309149";"40-5281";"BLANCO";"L"
"7793617309156";"40-5281";"BLANCO";"XL"
"7793617310985";"40-6157";"NEGRO";"85"
"7793617311029";"40-6157";"BLANCO";"85"
"7793617311036";"40-6157";"BLANCO";"90"
"7793617311043";"40-6157";"BLANCO";"95"
"7793617311050";"40-6157";"BLANCO";"100"
"7793617311500";"21-11784";"SURTIDO";"L"
"7793617311531";"21-11785";"SURTIDO";"S"
"7793617311548";"21-11785";"SURTIDO";"M"
"7793617311555";"21-11785";"SURTIDO";"L"
"7793617311562";"21-11785";"SURTIDO";"XL"
"7793617311579";"21-11785";"SURTIDO";"XXL"
"7793617311685";"40-20515";"MARINO";"2"
"7793617311692";"40-20515";"MARINO";"4"
"7793617311708";"40-20515";"MARINO";"6"
"7793617311715";"40-20515";"MARINO";"8"
"7793617311722";"40-20516";"MELANGE";"2"
"7793617311739";"40-20516";"MELANGE";"4"
"7793617311746";"40-20516";"MELANGE";"6"
"7793617311753";"40-20516";"MELANGE";"8"
"7793617311760";"40-20517";"BLANCO";"2"
"7793617311777";"40-20517";"BLANCO";"4"
"7793617311784";"40-20517";"BLANCO";"6"
"7793617311791";"40-20517";"BLANCO";"8"
"7793617311807";"40-20518";"ROJO";"2"
"7793617311814";"40-20518";"ROJO";"4"
"7793617311821";"40-20518";"ROJO";"6"
"7793617311838";"40-20518";"ROJO";"8"
"7793617311845";"21-11783";"SURTIDO";"S"
"7793617311852";"21-11783";"SURTIDO";"M"
"7793617311883";"21-11783";"SURTIDO";"XXL"
"7793617312132";"40-3328";"SURTIDO";"UNICO"
"7793617312156";"40-3671";"SURTIDO";"UNICO"
"7793617312163";"40-3671";"SURTIDO";"UNICO"
"7793617312170";"40-3671";"SURTIDO";"UNICO"
"7793617312187";"21-2605";"SURTIDO";"UNICO"
"7793617316772";"40-20136";"BLANCO";"1"
"7793617316789";"40-20135";"BLANCO";"2"
"7793617316796";"40-20519";"BLANCO";"4"
"7793617316802";"40-20135";"BLANCO";"4"
"7793617316819";"40-20136";"SURTIDO";"38"
"7793617316826";"40-20136";"NEGRO";"2"
"7793617316833";"40-20136";"NEGRO";"3"
"7793617316840";"40-20136";"NEGRO";"4"
"7793617316895";"40-20138";"ROJO";"1"
"7793617316901";"40-20138";"ROJO";"2"
"7793617316918";"40-20138";"ROJO";"3"
"7793617316925";"40-20138";"ROJO";"4"
"7793617316970";"40-20335";"BLANCO";"2"
"7793617316987";"40-20335";"BLANCO";"4"
"7793617316994";"40-20335";"BLANCO";"6"
"7793617317007";"40-20335";"BLANCO";"8"
"7793617317342";"21-11778";"SURTIDO";"S"
"7793617317359";"21-11778";"SURTIDO";"M"
"7793617317366";"21-11778";"SURTIDO";"L"
"7793617317373";"21-11778";"SURTIDO";"XL"
"7793617317380";"21-11778";"SURTIDO";"XXL"
"7793617317427";"21-11779";"SURTIDO";"XL"
"7793617317472";"21-11780";"SURTIDO";"XL"
"7793617317489";"21-11780";"SURTIDO";"XXL"
"7793617317793";"21-11774";"SURTIDO";"4"
"7793617317809";"21-11774";"SURTIDO";"6"
"7793617317816";"21-11774";"SURTIDO";"8"
"7793617317823";"21-11774";"SURTIDO";"10"
"7793617317854";"40-20519";"BLANCO";"6"
"7793617317878";"40-20520";"AZUL";"2"
"7793617317885";"40-20520";"AZUL";"4"
"7793617317892";"40-20520";"AZUL";"6"
"7793617317908";"40-20520";"AZUL";"8"
"7793617317915";"40-20521";"NEGRO";"2"
"7793617317922";"40-20521";"NEGRO";"4"
"7793617317939";"40-20521";"NEGRO";"6"
"7793617317946";"40-20521";"NEGRO";"8"
"7793617319360";"40-21069";"NEGRO";"M"
"7793617319377";"40-21069";"NEGRO";"L"
"7793617319384";"40-21069";"NEGRO";"XL"
"7793617319391";"40-21070";"NEGRO";"S"
"7793617319407";"40-21070";"NEGRO";"M"
"7793617319414";"40-21070";"NEGRO";"L"
"7793617319421";"40-21070";"NEGRO";"XL"
"7793617319445";"40-21071";"NEGRO";"M"
"7793617319452";"40-21071";"NEGRO";"L"
"7793617319476";"40-21072";"MELANGE";"S"
"7793617319483";"40-21072";"MELANGE";"M"
